name,long,lat,address,nb_items,equipment,id,url,facilities,about
Hooton Reserve,174.705598772167,-36.7211514170225,"259 Oteha Valley Road, Albany",5,Arm press<br>Leg Press<br>Climber - Spinner<br>Module-Medium<br>Swing,20076,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=12333,"playground, toilets",Local Park - Leisure
Horsham Reserve,174.82496264794,-36.8955202436716,"2 High Trees Place, Auckland",2,Springy seesaw<br>Springy seesaw<br>Swing,21348,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=890,Playground,Small Local green open space.
Howick Domain,174.929521301872,-36.8977534399288,"90R Wellington Street, Auckland",2,Fitness bike<br>LegPress,10889,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=12342,"playground, toilets",Local Park - Sport
Huapai Recreation Reserve,174.536964976823,-36.7709513296468,"46 Tapu Road, Auckland",3,Module-Medium-Jnr<br>Module-Medium-Jnr<br>Seesaw-Spring<br>Swing<br>Swing,11201,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=12344,"playground, toilets",
"Huapai Riverbank,Service Centre,",174.547967722747,-36.7723699288629,"24 Oraha Road, Auckland",1,Module,22477,,,
Hudsons Beach Recreation Reserve,174.661960738651,-37.0503009898397,"Hudson Road, Auckland",2,Large modular<br>Swing unit,20346,,,
Huia Domain,174.57000408923,-36.999186280673,"1193 Huia Road, Auckland",2,Modern Modular<br>Modern Modular<br>Swing Double,20605,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=12349,"BBQ,playground, toilets",This sits in a sheltered cove on the Manukau Harbour. A picnic spot with a BBQ available. There is a playground and skate ramp. Little Huia Beach is close for swimming.
Huntly Road Reserve,174.762361564917,-36.7465061269846,"8 Huntly Road, North Shore",3,Module-Medium<br>Module-Sand play<br>Swing,20051,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=12355,"playground, toilets",Local Park - Coastal
Inwards Reserve,174.706797695046,-36.7968494451431,"57 Salisbury Road, Auckland",1,Module-Medium,22027,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=12375,playground,Local Park - Leisure
Ireland Reserve,174.748957187572,-36.8504591684861,"28 England Street, Auckland",3,Seesaw<br>Swings<br>Whale rocker,20987,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=915,Playground,Very small reserve.
Island Bay Reserve,174.689557518766,-36.810020440704,"113 Island Bay Road, Auckland",1,Module-Medium,20057,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=12378,"playground, toilets",Local Park - Coastal
Jack Pringle Village Green,174.652144487613,-36.8415270185439,"Harbour View Road, Auckland",6,Double Slide<br>Modern Modular<br>Modern Modular<br>Spica<br>Springy Animal<br>Swing Double<br>Wooden Jetty,11444,,,
Jamie Hansen Park,174.687577305356,-36.5700601909085,"29 Sun Valley, Auckland",4,Module-Medium<br>Seesaw-Spring<br>Slide<br>Swing,20749,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=12396,playground,
Jean Sampson Reserve,174.748479987856,-36.8233132684513,"25 Queen Street, Auckland",5,Cubby House<br>Fire truck on springs<br>Flower shaped stepping pods<br>Rocker-Two Seat<br>Swing,20888,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=12400,playground,Local Park - Leisure
Jellicoe Park & Onehunga War Mem Pools,174.781038810083,-36.9177477662602,"1 Park Gardens, Auckland",4,Module<br>Seesaw<br>Slide<br>Swings,10315,,,
John Moore Reserve,174.74705349881,-36.9086504020856,"20 Bremner Avenue, Auckland",5,Module Junior<br>Module Senior<br>Mouse House<br>Rocktopus<br>Swings,21137,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=940,Playground,Local green open space.
John Walker Park,174.872528270467,-37.0305591685168,"64R John Walker Drive, Auckland",6,All safe tile<br>Basket swing<br>Mini sprint/scooter track<br>Slide<br>Steping tiles x 3<br>Swing unit,22787,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=12408,playground,Local Park - Leisure
Jordan Park,174.787591336651,-36.9158418723931,"5A Jordan Avenue, Auckland",5,5 poles for blanket forts<br>Playground Surface Sand pit<br>Stepping logs<br>Swings<br>Trampolines x2,10213,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=960,,Local green open space.
Jutland Road Recreation Reserve,174.889353160783,-37.206019377615,"1 Jutland Road, Auckland",4,Modern Modular (Small)<br>Roundabout - Stand On<br>Swing<br>Track Glide,22792,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=12419,playground,Local Park - Leisure
Kaikoura Reserve,174.641632719192,-36.8913986537122,"29 Kaikoura Street, Auckland",2,Modern Modular<br>Swing Double,11389,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13001,playground,Local Park - Leisure
Kaipara Crescent Reserve,174.452760383571,-36.6832462524873,"24 Kaipara Crescent, Helensville",2,Module-Medium<br>Swing,22414,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13002,playground,
Kaipatiki Park,174.715111251096,-36.7826192505951,"146 Kaipatiki Road, Auckland",3,Module-Medium<br>Spacenet<br>Swing,11138,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13006,playground,Local Park - Sport
Kaurilands Domain,174.654401018601,-36.9232408596861,"55 Atkinson Road, Auckland",2,Modern Modular<br>Swing Double,11385,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13047,playground,Local Park - Leisure
Kawerau Reserve,174.787480367811,-36.8149128380248,"44 Kawerau Avenue, Auckland",3,Module-Medium<br>Swing snr<br>Swing flower Jnr,20372,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13060,playground,Kawerau Reserve has a boardwalk and bridge providing access to the wetland areas. It is suitable for wheelchairs and prams.
Keegan Park,174.621856010186,-36.844916776577,"73 Keegan Drive, Auckland",3,Modern Modular<br>Single Seesaw<br>Swing Double,20572,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13064,playground,Local Park - Leisure
Keith Hay Park,174.742754059154,-36.9175936734563,"660 Richardson Road, Auckland Central",16,Abacus<br>Absail rope wall<br>Climbing embankment<br>Climbing net<br>Flying Fox<br>Junior Module<br>Mesh wall<br>Net Climber large<br>Slide<br>Slide<br>Spiner tornado net<br>Spinner<br>Spinner cup<br>Spinner round about<br>Swing<br>Swing<br>Trampoline inground<br>Trampoline inground<br>Xylophone,10365,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=990,"Barbecue, playground, drinking fountain, bikestands, toilets.","One of the largest and most used sports park in Auckland, quite centrally located within the Auckland city boundary. This open space caters to a huge variety of activities and is accessible from a number of streets - Somerset, Richardson Road and Arundel St to name just a few."
Kell Park,174.693984491703,-36.7254023729381,"257 Dairy Flat Highway, Auckland",6,Fire Truck<br>Flying Box<br>Module-Medium<br>Sculpture-Climbing timber<br>Slide<br>Spinner bowl<br>Spinner bowl<br>Spinner bowl,10933,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13069,"playground, toilets",Local Park - Leisure
Kelman Square,174.662091452074,-36.9033165390665,"40 Kelman Road, Auckland",2,Modern Modular<br>Swing Double,20506,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13073,playground,Local Park - Leisure
Kelvin Strand,174.653751593142,-36.827777095386,"9 Kelvin Crescent, Auckland",2,Modern Modular<br>Swing Double,20509,,,
Kemp Park,174.614582105928,-36.834619425775,"60 Kemp Road, Auckland",7,Binoculars<br>Modern Modular<br>Slide<br>Speaking Post<br>Speaking Post<br>Spinner<br>Stepping Logs<br>Swing Double,20513,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13076,playground,Local Park - Leisure
Ken Maunder Park,174.681117978673,-36.9002570684304,"21 Binsted Road, Auckland",5,Fitness Station-Leg Stretch<br>Fitness Station-Monkey Bars<br>Fitness Station-Pull Up Bars<br>Fitness Station-Sit Up & Stretch<br>Fitness Station-Weaving Poles,11366,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13078,"playground, toilets",Sports fields and a playground are available or take in the wildlife. A loog footbridge links the park to the residential suburbs of New Lynn via Queen Mary Avenue.
Kennedy Park,174.76480352248,-36.755110198054,"137 Beach Road, Auckland",9,Climbing Wall-Rock<br>Roundabout<br>Sand Play<br>Slide<br>Spacenet<br>Spinner bowl<br>Spinner bowl<br>Spinner bowl<br>Spinner<br>Swing flower Jnr<br>Swing flower Jnr<br>Swing hammock,11066,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13082,"playground, toilets",Local Park - Coastal
Kensington Gardens,174.605912642416,-36.8921556532233,"2 South Kensington Way, Auckland",3,Modern Modular<br>Modern Modular<br>Single Seesaw<br>Swing Double,20841,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13085,playground,Local Park - Leisure
Kevan Lawrence Park,174.728212255992,-37.2478293150054,"12 King Street, Auckland",4,Climbing frame<br>Climbing frame<br>Modern modular (large)<br>Roundabout<br>Springy Animal,22695,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13098,playground,Local Park - Leisure
Kingdale Reserve,174.624587877141,-36.8573948951429,"1 Universal Drive, Auckland",2,Modern Modular<br>Swing Double,11383,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13111,playground,Local Park - Leisure
Kingseat Recreation Reserve,174.797074563755,-37.1214717326827,"Mcrobbie Road, Auckland",5,Loose Fill<br>Loose Fill<br>Modern Modular (Large)<br>Roundabout - Sit On<br>Scale Swing<br>Swing,22699,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13116,playground,Local Park - Leisure
Kiwi Reserve,174.79067327086,-36.8275440029624,"22 Kiwi Road, Auckland",2,Slide<br>Swing,20287,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13133,playground,Local Park - Leisure
Knightsbridge Reserve,174.75119425439,-36.7659205806807,"60 Knightsbridge Drive, Auckland",3,Module-Medium<br>Seesaw-Spring<br>Swing,20956,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13136,playground,Local Park - Leisure
Konini Reserve,174.802235828288,-36.9006173772382,"18A Waiohua Road, Auckland",6,Balancing logs<br>Embankment slide<br>Module play unit<br>Stepping logs<br>Swings<br>Twirler,10241,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1035,"Playground, tables, toilets",Access to Konini Reserve is  from both Waiohua Road and Rangiora Avenue. The reserve provides a pedestrian link between these two streets. Part of the reserve is open space with a grove of native and exotic trees and a formal rose garden.
Kotuku Reserve,174.857232693936,-36.8837759668435,"39 Tippett Street, Auckland",5,Chin ups<br>Monkey bars<br>Overhead Rings<br>Overhead spinner<br>Parallel Bars,20708,,,
Kuaka Park,174.698592156722,-36.877109300328,"40 Oakley Avenue, Auckland",14,Balance spica<br>Climbing ball east<br>Climbing ball west<br>Disk spinner - small<br>Faintail roundabout<br>Module - Junior balance<br>Module - Junior unit<br>Seesaw<br>Senior module<br>Spica<br>Spica<br>Spingy animal<br>Springy car<br>Supanova<br>Swing,21383,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1845,,Local green open space.
Kupe North Reserve,174.824753585665,-36.8565688640858,"97 Kupe Street, Auckland",5,Baby swing<br>Large seesaw<br>Roctopus<br>Rotating net<br>Slide,23096,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1055,Playground,Local green open space.
Kupe Reserve,174.822043316058,-36.8607871241905,"146 Kepa Road, Auckland",3,Module<br>Springy seesaw<br>Swing,10033,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1060,Playground,Local green open space.
La Rosa Garden Reserve,174.6757582198,-36.9302469721994,"La Rosa Street, Auckland",4,Junior module<br>Modern Modular<br>Playground Track<br>Swing Double,11417,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13160,"playground, toilets",
Laingholm Reserve,174.640806956853,-36.966747291198,"4 Western Road, Auckland",4,Modern Modular<br>Playground<br>Spica<br>Swing Double,21423,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13166,playground,
Lake Town Green,174.774759112547,-36.8023282832629,"57 Jutland Road, Hauraki",14,Animal sculpture-duck<br>Animal sculpture-snail<br>Animal sculpture-snake<br>Animal sculpture-tortise<br>Balance Beam on springs<br>Basket Swing<br>Climbing handholds<br>Frog sculpture<br>sandpit<br>Slide<br>Spinner<br>Swing<br>Trampoline inground<br>Trampoline inground<br>Xylophone,24041,,,
Lancelot Reserve,174.719839202926,-36.7781261641269,"16 Lancelot Place, Auckland",2,Module-Large<br>Swing,22294,,,
Lansdowne Reserve,174.770919304411,-36.8133102142918,"19 Lansdowne Street, Auckland",2,Slide<br>Swing,20291,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13183,playground,Local Park - Coastal
Lavas Reserve,174.831282905738,-36.9047130260641,"4 Lavas Place, Auckland",2,Large module<br>Swing,23134,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1075,,"A very pleasant open space enjoyed by local people, also referred to as Alcock Reserve as both parks are joined together."
Lawson Park,174.67517262587,-36.9182212029019,"38 Willerton Avenue, Auckland",3,Modern Modular<br>Spinner<br>Swing Double,11418,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13195,playground,
Leabank Park,174.888790472316,-37.0336648668305,"30R Claymore Street, Auckland",5,Modular junior<br>Rockskate<br>Rockskate<br>Roundabout<br>Seesaw<br>Swing set,10596,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13198,playground,Local Park - Sport
Leicester Hall,174.810177964296,-36.8990939737678,"20 Findlay Street, Auckland Central",2,Module - small slide<br>Play hut,10022,,,
Leiden Reserve,174.729511928244,-36.7645499003223,"13 Leiden Place, Auckland",2,Bay-Swing Mixed<br>Module-Medium,21069,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13201,playground,Local Park - Leisure
Lenihan Reserve,174.743838620263,-36.7968919934618,"13 Lenihan Street, Auckland",1,Bay-Swing Mixed-3 Swings,22087,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13211,playground,Local Park - Leisure
Lindisfarne,174.745891166253,-36.7953117026434,"229 Lake Road, North Shore",4,Climber-Rotating Rope<br>Module-Medium-Climber<br>Seesaw-Rotating<br>Swing,11033,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13227,playground,Local Park - Leisure
Linley Reserve,174.73442979454,-36.7928104986012,"5 Linley Place, Auckland",6,Seesaw<br>Slide<br>Spinner bowl<br>Spinner bowl<br>Spinner<br>Swing<br>Swing snr,22221,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13231,playground,Local Park - Leisure
Linwood Reserve,174.74664964988,-36.7568527287296,"24 Linwood Avenue, Auckland",5,Module-Small<br>Roctopus<br>Seesaw<br>Spinner<br>Swing,21073,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13232,playground,Local Park - Leisure
Little Oneroa Reserve,175.018182108573,-36.7848202251672,"205 Ocean View Road, Waiheke Island",2,Module<br>Swings,10257,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1105,"Barbecue, playground, boatramp, toilets",Small reserve with lovely coastal views. Great for families as is a very safe swimming location.
Little Rangitoto Reserve,174.809410765418,-36.8753326826288,"55 Upland Road, Auckland",4,Bull rider<br>Flying Fox<br>Module<br>Swing,10116,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1110,,Local green with playground. This former cone has undergone some extensive modification.
Little Shoal Bay Reserve - Northcote Pt,174.741845807554,-36.8154548592752,"20 Council Terrace, North Shore",6,Airwalk Crunch<br>Leg press & situp<br>Step ups<br>Step ups<br>Twister Arm Press<br>Module-Large<br>Swing,11107,,,
Locket Reserve,174.739726209933,-36.7788197877127,"11 Locket Road, Auckland",3,Slide<br>Spinner mini O'Tannebaum<br>Swing Snr,22158,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13243,playground,Local Park - Leisure
Lockington Green,174.619078809839,-36.8732537455392,"Lockington Avenue, Auckland",5,Fitness Station<br>Modern Modular<br>Spica<br>Springy Animal<br>Swing Double,20502,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13244,playground,Local Park - Leisure
Logan Carr Reserve,174.919120323502,-36.9342767047495,"585R Chapel Road, Auckland",4,Fitness bike<br>CrossTrainer<br>HipSwing<br>Overhead press,22782,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13245,playground,Local Park - Leisure
Lone Tree Park,174.65338778526,-36.8455687902304,"1 Lone Tree Avenue, Auckland",4,Modern Modular<br>Playground Track<br>Springy Animal<br>Swing Double,20886,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13249,playground,Local Park - Leisure
Luckens Reserve,174.642002154501,-36.816216033184,"102 Marina View Drive, Auckland",6,Module-Large<br>Slide<br>Spinner<br>Springy clown<br>Springy pelican<br>Swing,20853,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13264,"BBQ,playground, toilets",There is a children's playground  and you can also join the Waipareira walkway for a scenic stroll.
Lydford Green,174.648925788887,-36.8943144960347,"15 Lydford Place, Auckland",3,Modern Modular<br>Single Seesaw<br>Swing Double<br>Swing Double,20857,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13270,playground,Local Park - Leisure
Lynfield Reserve,174.722423235452,-36.9267072362689,"34 Rangitiki Crescent, Auckland",6,Module junior<br>Pyramid rope climbing net<br>Seesaw<br>Springy rider car<br>Supernova<br>Swing,10211,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1145,"Playground, toilets",Local green open space.
Lynn Reserve,174.703104112491,-36.7737124848836,"107 Lynn Road, Auckland",5,Overhead Event<br>Seesaw<br>Slide<br>Spinner bowl<br>Swing,22161,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13272,playground,Natural
Lysander Crescent Reserve,174.691151200708,-36.7989625320497,"50 Lysander Crescent, Auckland",3,Spinner bowl<br>Springy animal ladybird<br>Swing-Hammock-Small,22095,,,
Macadamia Park (Melia Grove Reserve),174.898833858898,-36.9949291338671,"15 Melia Grove, Auckland",4,Cresent spinner<br>Slide<br>Small modular<br>Swing set,22936,,,
Macleans Park,174.917947840726,-36.8837175280398,"67R The Esplanade, Auckland",1,Flying Fox,22739,,,
Madills Farm Recreation Reserve,174.845274810188,-36.858531063525,"6 Baddeley Avenue, Auckland Central",13,Basket swing<br>Climbing net<br>Embankment slide<br>Embankment slide<br>Four bay swing<br>Gyroscope spinner<br>In-ground trampolines<br>Play module<br>Pre-school play module<br>Roundabout<br>Spring rider seesaw<br>Stepping logs<br>Timber tower tube slides<br>Tree hut,10424,,,
Mairangi Bay Beach Reserve,174.755928388358,-36.7379818102224,"16 Brighton Terrace, North Shore",1,Swing,11043,,,
Mairangi Bay Village Green,174.754350122013,-36.7387273855508,"4 Sidmouth Street, Auckland",7,Archway<br>Archway<br>Archway<br>Archway<br>Archway<br>Cubby House<br>Module-Medium-Jnr<br>Mushroom table & seats<br>Roctopus<br>Roundabout-Kidabout Carousel<br>Swing,22009,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13296,"playground, toilets",Local Park - Leisure
Major Henry Greens,174.675014794968,-36.6000626853433,"Major Henry Greens, Silverdale",5,Module-Medium<br>Seesaw-Spring<br>Springy digger<br>Springy ladybird<br>Swing,23654,,,
Malcolm Hahn Memorial Reserve,174.636584348207,-36.7776522377884,"39 Waimarie Road, Auckland",3,Cubby & Slide<br>Module-Climber<br>Swing,20996,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13300,playground,Local Park - Leisure
Mangere Domain (Non Leased),174.785932135638,-36.9473023667424,"17R Domain Road, Auckland",4,Balancing Bar<br>Modern Modular (Small)<br>Spinning Cup<br>Swing<br>Swing,22940,,,
Mangere Mountain Education Centre,174.788326926471,-36.9480713508356,"98 Coronation Road, Auckland",2,Plastic tunnel in barn<br>Plastic tunnel in childrens garden<br>Plastic tunnel in childrens garden,10699,,,
Mangere Recreation Centre,174.801743361558,-36.9716534983523,"66R Mascot Avenue, Auckland",1,Fitness device<br>Fitness device<br>Fitness device,21750,,,
Manly Park,174.758803168283,-36.6291975736672,"60 Laurence Street, Auckland",3,Module-Medium<br>Seesaw-Spring<br>Swing,20518,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13310,"playground, toilets",
Manuhiri Reserve,174.792549870079,-36.3522628344702,"Taumata Road, Auckland",2,Module-Medium-Jnr<br>Swing,11302,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13313,playground,
Manuka Park,174.674802997929,-36.9027551866053,"62 Nikau Street, Auckland",4,Modern Modular<br>Playground Track<br>Spica<br>Swing Quad,20874,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13315,playground,Local Park - Leisure
Manuka Reserve,174.698013655889,-36.7785086213091,"215 Manuka Road, Auckland",3,Module-Medium<br>Seesaw<br>Swing,20075,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13316,"playground, toilets",Natural
Manukau Park,174.766110535036,-36.9440008054374,"96R Muir Avenue, Auckland",3,Modern Modular (Large)<br>Seesaw<br>Swing,22755,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13319,playground,Local Park - Leisure
Manukau Sports Bowl,174.887244731828,-36.9827335479348,"1 Boundary Road, Auckland",6,Flying fox<br>Junior modular<br>Play posts<br>Senior module<br>Swing set<br>Swing single bay,10591,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13321,"playground, toilets",Local Park - Sport
Manuroa Reserve,174.92600276033,-37.0374400700389,"103R Manuroa Road, Auckland",3,Climbing Frame<br>Modern Modular (Small)<br>Swing,23007,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13326,playground,Local Park - Leisure
Manutewhau Reserve,174.62094447686,-36.8250174319018,"13 Jadewynn Drive, Auckland",3,Modern Modular<br>Playground Track<br>Swing Double,21841,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13327,playground,Local Park - Leisure
Maraetai Park,175.042004050933,-36.879981214372,"194 Maraetai Drive, Auckland",4,Modern Modular (Small)<br>Modern Modular (Small)<br>Swing<br>Roundabout Snr<br>Spinning Cup Snr<br>Swing,10759,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13336,"playground, toilets",Local Park - Coastal
Margaret Griffen Park,174.721339977077,-36.9212374166697,"16 Griffen Park Road, Auckland",12,Balance beam - wooden<br>Lullabye basket swing<br>Lunar spinner<br>Module<br>Pyramid rope climber<br>Slide<br>Spica twirl about<br>Springy car<br>Springy seesaw<br>Springy skateboard<br>Springy skateboard<br>Staircase<br>Swings,10381,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1175,"Playground, bike stands, toilets","A lovely open space available for a variety of passive and active sports, this venue also caters for the Lynfield Recreation Centre, Day Care Centre and Scout Den."
Marina View Reserve,174.639292544575,-36.8107868167132,"40 Marina View Drive, Auckland",2,Module-Medium<br>Swing,20695,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13346,playground,There is a children's playground  and you can also join the Waipareira walkway for a scenic stroll.
Marinich Reserve,174.606150925024,-36.8654929043467,"20 Marinich Drive, Auckland",1,Modern Modular,11438,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13350,playground,Local Park - Leisure
Marlborough Park,174.734034256871,-36.7835981250741,"13 Chartwell Avenue, Glenfield",12,Fitness device<br>FITN-FE01 Twister<br>Leg press<br>Air Walker<br>Abacus<br>Climber Wall<br>Module-Large<br>Preludic flying fox<br>Spacenet<br>Swing<br>Swing snr<br>Swing flower Jnr<br>Swing flower Jnr,11096,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13351,"playground, toilets",Local Park - Leisure
Marlene Glade,174.646028350938,-36.8587517720608,"Porter Avenue, Auckland",3,Fitness Station<br>Modern Modular<br>Swing Triple,20883,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13352,playground,Local Park - Leisure
Martin Jugum Reserve,174.610702729226,-36.8670402685148,"Martin Jugum Lane, Auckland",4,Modern Modular<br>Single Seesaw<br>Spica<br>Spinner,20636,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13357,playground,Local Park - Leisure
Martins Bay Grounds,174.763692713629,-36.4481825250329,"287 Martins Bay Road, Auckland",8,Abacus<br>module small<br>Module-Medium<br>Module - Medium<br>Noughts & Crosses<br>Seesaw-Spring<br>Springy whale<br>Swing,11272,,,
Mary Wilson Reserve,175.054950444829,-36.8178343022685,"30 Valley Road, Waiheke Island",4,Module<br>Sand play bench<br>Seesaw<br>Swing T bar,10245,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1205,"Barbecue, playground, toilets",Local green open space with magnificent views south from Waiheke Island.
Mason Park,174.668105951613,-36.9107878468029,"13 Fruitvale Road, Auckland",4,Modern Modular<br>Modern Modular<br>Playground Track<br>Springy Animal<br>Swing Double,11490,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13363,"playground, toilets",Local Park - Leisure
Massey Park - Waiuku,174.728553197855,-37.2551523523761,"50 Belgium Street, Auckland",8,Climbing Frame<br>Climbing Frame<br>Modern Modular (Small)<br>Rolling Log<br>Scale Swing<br>Swing<br>Track Glide<br>Timber ramp<br>Timber/Aluminium ramp,10535,,,
Massey Reserve,174.798477690644,-36.8987035088302,"21 Massey Avenue, Auckland",3,Boat<br>Slide<br>Swings,10317,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1215,"The remainder of the reserve is an open, grassed area with peripheral planting. This planting consists of specimen trees such as betula pendula and prunus spp surrounded by a lower planting level which includes varieties of pittosporum, lantana, grevillea, nandina, phormium and hebe. A mature vitex lucens (puriri) dominates the street frontage of the reserve.",A hall is located on the western side of the reserve. An area to the rear of the hall is fenced and contains play equipment for use by the kindergarten.
Matakana Wharf Reserve,174.718542123062,-36.3528379592368,"1331 Leigh Road, Auckland",3,pendulum swing<br>Climbing module<br>slide & platform,22240,,,
Matheson Bay Reserve,174.798729295626,-36.3007580842697,"2 Matheson Bay Road, Auckland",3,Module-Medium<br>Springy fish<br>Swing,22255,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13377,"playground, toilets",
Maui Reserve,174.686277280937,-36.9183240380159,"16 Maui Street, Auckland",2,Fort/Slide<br>Swing Double,20779,http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13382,playground,Local Park - Leisure
